Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),Experiment,external_id,human_associated_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id,ENA_first_public,ena_last_update,INSDC_center_alias,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),ena_first_public,ena_last_update,Scientific_Name
ERR9294327,AMPLICON,500,33321000,PRJEB38625,SAMEA13445504,19420468,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835969,SAMEA13445504,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC45021587SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-03-25T10:40:00Z,1,SAMEA13445504,MMPC-3109221109-SE-0,Illumina,ERP122062,MMPC-3109221109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294328,AMPLICON,500,21128500,PRJEB38625,SAMEA13445505,12175670,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835970,SAMEA13445505,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC11472365SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445505,MMPC-3109222109-SE-0,Illumina,ERP122062,MMPC-3109222109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294329,AMPLICON,500,26917500,PRJEB38625,SAMEA13445506,15364323,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835971,SAMEA13445506,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC89082550SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445506,MMPC-3109223109-SE-0,Illumina,ERP122062,MMPC-3109223109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294330,AMPLICON,500,11048500,PRJEB38625,SAMEA13445507,6810876,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835972,SAMEA13445507,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC69409747SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445507,MMPC-3109224109-SE-0,Illumina,ERP122062,MMPC-3109224109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294331,AMPLICON,500,6664500,PRJEB38625,SAMEA13445508,4115062,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835973,SAMEA13445508,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC98680438SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445508,MMPC-3109225109-SE-0,Illumina,ERP122062,MMPC-3109225109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294332,AMPLICON,500,14160000,PRJEB38625,SAMEA13445510,8069836,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835974,SAMEA13445510,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC82820708SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-03-25T10:40:00Z,1,SAMEA13445510,MMPC-3109226109-SE-0,Illumina,ERP122062,MMPC-3109226109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294333,AMPLICON,500,21460000,PRJEB38625,SAMEA13445514,12289535,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835975,SAMEA13445514,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC84234642SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:40:00Z,1,SAMEA13445514,MMPC-3109228109-SE-0,Illumina,ERP122062,MMPC-3109228109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294334,AMPLICON,500,20644500,PRJEB38625,SAMEA13445516,12077208,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835976,SAMEA13445516,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC53638901SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-03-25T10:40:00Z,1,SAMEA13445516,MMPC-3109229109-SE-0,Illumina,ERP122062,MMPC-3109229109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294335,AMPLICON,500,11458500,PRJEB38625,SAMEA13445518,6745684,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835977,SAMEA13445518,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC49787107SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445518,MMPC-3109230109-SE-0,Illumina,ERP122062,MMPC-3109230109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294336,AMPLICON,500,24693500,PRJEB38625,SAMEA13445520,14258245,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835978,SAMEA13445520,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC92928534SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445520,MMPC-3109231109-SE-0,Illumina,ERP122062,MMPC-3109231109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294337,AMPLICON,500,20139500,PRJEB38625,SAMEA13445522,11674124,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835979,SAMEA13445522,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC35320392SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:40:00Z,1,SAMEA13445522,MMPC-3109232109-SE-0,Illumina,ERP122062,MMPC-3109232109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294338,AMPLICON,500,7153500,PRJEB38625,SAMEA13445525,4340104,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835980,SAMEA13445525,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC47234540SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445525,MMPC-3109233109-SE-0,Illumina,ERP122062,MMPC-3109233109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294339,AMPLICON,500,4703500,PRJEB38625,SAMEA13445527,3060073,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835981,SAMEA13445527,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC45423487SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-07T20:31:00Z,1,SAMEA13445527,MMPC-3109234109-SE-0,Illumina,ERP122062,MMPC-3109234109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294340,AMPLICON,500,8700000,PRJEB38625,SAMEA13445530,5389958,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835982,SAMEA13445530,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC67187659SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445530,MMPC-3109236109-SE-0,Illumina,ERP122062,MMPC-3109236109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294341,AMPLICON,500,6035000,PRJEB38625,SAMEA13445533,3850354,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835983,SAMEA13445533,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC74627940SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445533,MMPC-3109237109-SE-0,Illumina,ERP122062,MMPC-3109237109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294342,AMPLICON,500,13265000,PRJEB38625,SAMEA13445536,8162048,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835984,SAMEA13445536,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC90851267SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445536,MMPC-3109238109-SE-0,Illumina,ERP122062,MMPC-3109238109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294343,AMPLICON,500,10146500,PRJEB38625,SAMEA13445539,6239487,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835985,SAMEA13445539,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC82771232SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445539,MMPC-3109301109-SE-0,Illumina,ERP122062,MMPC-3109301109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294344,AMPLICON,500,19989500,PRJEB38625,SAMEA13445540,12227076,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835986,SAMEA13445540,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC75524717SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T15:38:00Z,1,SAMEA13445540,MMPC-3109305109-SE-0,Illumina,ERP122062,MMPC-3109305109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294345,AMPLICON,500,3630000,PRJEB38625,SAMEA13445542,2415507,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835987,SAMEA13445542,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC68923542SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445542,MMPC-3109306109-SE-0,Illumina,ERP122062,MMPC-3109306109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294346,AMPLICON,500,5100000,PRJEB38625,SAMEA13445544,3210694,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835988,SAMEA13445544,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC47096403SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445544,MMPC-3109315109-SE-0,Illumina,ERP122062,MMPC-3109315109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294347,AMPLICON,500,4133500,PRJEB38625,SAMEA13445545,2741970,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835989,SAMEA13445545,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC55815087SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445545,MMPC-3109319109-SE-0,Illumina,ERP122062,MMPC-3109319109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294348,AMPLICON,500,5012500,PRJEB38625,SAMEA13445546,3209234,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835990,SAMEA13445546,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:17Z,2022-03-19T08:19:17Z,public,Illumina MiSeq,metagenome,MMPC81310041SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13445546,MMPC-3109324109-SE-0,Illumina,ERP122062,MMPC-3109324109-SE-0,2022-03-19,2022-03-19,EMBL,Spain,Europe,Spain,40.4,-3.7,,,
ERR9294349,AMPLICON,500,9419000,PRJEB38625,SAMEA13446040,6025666,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835991,SAMEA13446040,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC87692885SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-07T20:31:00Z,1,SAMEA13446040,MMPC-negative_control_set1-SE-0,Illumina,ERP122062,MMPC-negative_control_set1-SE-0,2022-03-19,2022-03-19,EMBL,,,,,,,,
ERR9294350,AMPLICON,500,14066500,PRJEB38625,SAMEA13446041,8558553,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835992,SAMEA13446041,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC82837611SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:40:00Z,1,SAMEA13446041,MMPC-negative_control_set2-SE-0,Illumina,ERP122062,MMPC-negative_control_set2-SE-0,2022-03-19,2022-03-19,EMBL,,,,,,,,
ERR9294351,AMPLICON,500,10463000,PRJEB38625,SAMEA13446042,6634206,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835993,SAMEA13446042,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC72785705SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13446042,MMPC-negative_control_set3-SE-0,Illumina,ERP122062,MMPC-negative_control_set3-SE-0,2022-03-19,2022-03-19,EMBL,,,,,,,,
ERR9294352,AMPLICON,500,6863000,PRJEB38625,SAMEA13446043,4324886,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835994,SAMEA13446043,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC33369895SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13446043,MMPC-negative_control_set4-SE-0,Illumina,ERP122062,MMPC-negative_control_set4-SE-0,2022-03-19,2022-03-19,EMBL,,,,,,,,
ERR9294353,AMPLICON,500,5910000,PRJEB38625,SAMEA13446044,3829103,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835995,SAMEA13446044,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC20832434SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13446044,MMPC-negative_control_set5-SE-0,Illumina,ERP122062,MMPC-negative_control_set5-SE-0,2022-03-19,2022-03-19,EMBL,,,,,,,,
ERR9294354,AMPLICON,500,3588500,PRJEB38625,SAMEA13446045,2420812,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835996,SAMEA13446045,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC27339082SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13446045,MMPC-negative_control_set6-SE-0,Illumina,ERP122062,MMPC-negative_control_set6-SE-0,2022-03-19,2022-03-19,EMBL,,,,,,,,
ERR9294355,AMPLICON,500,4015500,PRJEB38625,SAMEA13446046,2701783,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015/2017,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-19,2022-03-19,human-associated habitat [ENVO:00009003],blood plasma [UBERON:0001969],blood plasma [UBERON:0001969],ERX8835997,SAMEA13446046,human-associated,European Molecular Biology Laboratory,2022-03-19T08:19:19Z,2022-03-19T08:19:19Z,public,Illumina MiSeq,metagenome,MMPC73355694SE,PAIRED,PCR,METAGENOMIC,human blood metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Spain,2022-03-20T00:00:00Z,2022-05-08T17:39:00Z,1,SAMEA13446046,MMPC-negative_control_set7-SE-0,Illumina,ERP122062,MMPC-negative_control_set7-SE-0,2022-03-19,2022-03-19,EMBL,,,,,,,,
