# Pathway	SAMN21877043	SAMN21877044	SAMN21877045	SAMN21877046	SAMN21877047	SAMN21877048	SAMN21877049	SAMN21877050	SAMN21877051	SAMN21877052	SAMN21877053	SAMN21877054	SAMN21877055	SAMN21877056	SAMN21877057	SAMN21877058	SAMN21877059	SAMN21877060	SAMN21877061	SAMN21877062	SAMN21877063	SAMN21877064	SAMN21877065	SAMN21877066	SAMN21877067	SAMN21877068	SAMN21877069	SAMN21877070	SAMN21877071	SAMN21877072	SAMN21877073	SAMN21877074	SAMN21877075	SAMN21877076	SAMN21877077	SAMN21877078	SAMN21877079	SAMN21877080	SAMN21877081	SAMN21877082	SAMN21877083	SAMN21877084	SAMN21877085	SAMN21877086	SAMN21877087	SAMN21877088	SAMN21877089	SAMN21877090	SAMN21877091	SAMN21877092	SAMN21877093	SAMN21877094	SAMN21877095	SAMN21877096	SAMN21877097	SAMN21877098	SAMN21877099	SAMN21877100	SAMN21877101	SAMN21877102	SAMN21877103	SAMN21877104	SAMN21877105	SAMN21877106	SAMN21877107	SAMN21877108	SAMN21877109	SAMN21877110	SAMN21877111	SAMN21877112	SAMN21877113	SAMN21877114	SAMN21877115	SAMN21877116	SAMN21877117	SAMN21877118	SAMN21877119	SAMN21877120	SAMN21877121	SAMN21877122	SAMN21877123	SAMN21877124	SAMN21877125	SAMN21877126	SAMN21877127	SAMN21877128	SAMN21877129	SAMN21877130	SAMN21877131	SAMN21877132	SAMN21877133	SAMN21877134	SAMN21877135	SAMN21877136	SAMN21877137	SAMN21877138	SAMN21877139	SAMN21877140	SAMN21877141	SAMN21877142	SAMN21877143	SAMN21877144	SAMN21877145	SAMN21877146	SAMN21877147	SAMN21877148	SAMN21877149	SAMN21877150	SAMN21877151	SAMN21877152	SAMN21877153	SAMN21877154	SAMN21877155	SAMN21877156	SAMN21877157	SAMN21877158	SAMN21877159	SAMN21877160	SAMN21877161	SAMN21877162	SAMN21877163	SAMN21877164	SAMN21877165	SAMN21877166	SAMN21877167	SAMN21877168	SAMN21877169	SAMN21877170	SAMN21877171	SAMN21877172	SAMN21877173	SAMN21877174	SAMN21877175	SAMN21877176	SAMN21877177	SAMN21877178	SAMN21877179	SAMN21877180	SAMN21877181	SAMN21877182	SAMN21877183	SAMN21877184	SAMN21877185	SAMN21877186	SAMN21877187	SAMN21877188	SAMN21877189	SAMN21877190	SAMN21877191	SAMN21877192	SAMN21877193	SAMN21877194	SAMN21877195	SAMN21877196	SAMN21877197	SAMN21877198	SAMN21877199	SAMN21877200	SAMN21877201	SAMN21877202	SAMN21877203	SAMN21877204	SAMN21877205	SAMN21877206	SAMN21877207	SAMN21877208	SAMN21877209	SAMN21877210	SAMN21877211	SAMN21877212	SAMN21877213	SAMN21877214	SAMN21877215	SAMN21877216	SAMN21877217	SAMN21877218	SAMN21877219	SAMN21877220	SAMN21877221	SAMN21877222	SAMN21877223	SAMN21877224	SAMN21877225	SAMN21877226	SAMN21877227	SAMN21877228	SAMN21877229	SAMN21877230	SAMN21877231	SAMN21877232	SAMN21877233	SAMN21877234	SAMN21877235	SAMN21877236	SAMN21877237	SAMN21877238	SAMN21877239	SAMN21877240	SAMN21877241	SAMN21877242
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.00161514	0.00288618	0.00224178	0.000206536	0.00628883	0.00413104	0.000917173	0.00377016	0.00230337	0.00100976	0.00538832	0.00603255	0.00411515	0.00271327	0.00289839	0.0044287	0.00287936	0.00236114	0.00173457	0.000205584	0.00288598	0.0040399	0.00615261	0.00669407	0.0033659	0.00514709	0.00554021	0.00204138	0.00452411	0.00476692	0.00273164	0.00154955	0.00318319	0.00158035	0.00141933	0.00288495	0.000308179	0.00123602	0.00368216	0.00496703	0.00218135	0.000965138	0.00862876	0.000510043	0.00428507	0.00421554	0.00345573	0.003407	0.000858144	0.00119388	0.00087778	0.00327591	0.00394105	0.000992991	0.00629	0.0017954	0.000283774	0.00414227	0.00166253	0.00431388	0.00585619	0.00561074	0.000393376	0.00375761	0.00515962	0.00304594	0.00419844	0.00180796	0.00180718	0.00262995	0.00354131	0.00308059	0.00507541	0.00143514	0.00350519	0.00440396	0.00242664	0.000594427	0.00336281	0.00655026	0.000217274	0.0016675	0.00339052	0.00250669	0.00397739	0.00503008	0.000241694	0.00399675	0.00222412	0.0069632	0.00405196	0.00679989	0.00277306	0.00224593	0.0015631	0.000242976	0.00220409	0.000242095	0.00059532	0.00097537	0.00636644	0.00286432	0.0042764	0.00218703	0.00385886	0.00292003	0.00624201	0.00169789	0.00284252	0.00265045	0.00627094	0.00142136	0.0044176	0.00464315	0.00234439	0.00394859	0.00354184	0.00393745	0.00199568	0.00274406	0.0035418	0.00496008	0.00501459	0.00655416	0.000249578	0.00471333	0.00478254	0.00110728	0.00200305	0.00412228	0.00565623	0.00311246	0.00265187	0.00517037	0.00730082	0.00453246	0.00751067	0.00389488	0.00494405	0.00566851	0.0	0.00506917	0.00573453	0.00240563	0.00157952	0.00103796	0.00385109	0.00445372	0.00227943	0.00613464	0.00115566	0.00386696	0.00435403	0.00244123	0.000657407	0.00250791	0.00482782	0.00385705	0.00265225	0.00535598	0.00470477	0.000836578	0.00362528	0.00698798	0.00227714	0.00596358	0.00266138	0.00326338	0.00480685	0.00244267	0.00194231	0.00324938	0.00241219	0.00284511	0.00678099	0.0044825	0.00251898	0.00154446	0.00318072	0.00523909	0.001833	0.00417517	0.000657914	0.00075629	0.00479314	0.00564946	0.00336575	0.00525606	0.000900268	0.00457155	0.0011555	0.0039553	0.00302887	0.000899273	0.00325498	0.00336432	0.00376955	0.00465229	0.00544799	0.000939575
PWY0-862: (5Z)-dodecenoate biosynthesis I	0.00485752	0.000783542	0.0058974	0.000407288	0.00470343	0.00425214	0.00126258	0.0024757	0.00292063	0.000330382	0.00397187	0.00332769	0.00138917	0.00273172	0.00408374	0.00168104	0.00469618	0.00122506	0.000979215	0.000712776	0.00348593	0.00169251	0.00214847	0.0030093	0.00143538	0.00535259	0.00133393	0.00108778	0.002921	0.0018041	0.00147664	0.000636821	0.00416116	0.00194116	0.00173058	0.00183253	0.000313474	0.000298598	0.00337171	0.00362719	0.00115631	0.0017568	0.00163448	0.000566139	0.00152841	0.00141037	0.00403949	0.00139234	0.00287706	0.00170538	0.000757532	0.00433442	0.000358436	0.00115376	0.00339573	0.00251132	0.000331951	0.00107051	0.0026014	0.00231599	0.0031574	0.0022331	0.000216305	0.00375334	0.00290966	0.00475116	0.00470154	0.000975033	0.0025231	0.00154804	0.00272199	0.00393027	0.00201303	0.00183677	0.000807855	0.00254364	0.0056976	0.00157315	0.0011386	0.00109447	0.00158211	0.00159132	0.00270237	0.00328281	0.00276883	0.00131077	0.000103567	0.00110981	0.00128414	0.00123917	0.00299072	0.00283845	0.00282611	0.0024768	0.0021107	0.000292384	0.000727792	0.000956344	0.000740753	0.00071217	0.0015887	0.00338349	0.00500056	0.00354909	0.00493089	0.0033018	0.000100082	0.00397003	0.00390576	0.00165073	0.00180445	0.00174797	0.0033047	0.0014607	0.00317292	0.00488284	0.0054718	0.00247682	0.0057001	0.00443549	0.00173029	0.0010539	0.00356548	0.00382469	0.00039573	0.00234651	0.0028652	0.000516136	0.00187299	0.00228809	0.00429468	0.0053294	0.00466164	0.00360733	0.00454346	0.00256324	0.00165608	0.00381603	0.00184405	0.00295393	0.00244011	0.00218401	0.00338091	0.00227374	0.00108915	0.0032475	0.00447475	0.0047127	0.00342117	0.00100239	0.00173374	0.00379142	0.00194794	0.00112188	0.000464504	0.00339552	0.00161076	0.005153	0.00329753	0.000940693	0.000529767	0.00100114	0.00315465	0.000586637	0.0012458	0.00253686	0.00363528	0.00409732	0.00534008	0.00349287	0.000815089	0.00613855	0.000957004	0.00236496	0.0023528999999999	0.00469625	0.00156044	0.000700611	0.00515347	0.0035672	0.00231891	0.000563764	0.000963265	0.000922258	0.00345478	0.00340435	0.00661628	0.00353422	0.00230204	0.00256062	0.000520133	0.00433557	0.00277441	0.000180884	0.00107585	0.00353862	0.00169932	0.00449835	0.00283812	0.00214109
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29154e-05	3.07401e-05	0.0	2.91551e-05	4.29886e-05	3.78958e-05	2.94926e-05	2.31319e-05	4.24698e-05	1.6492e-05	0.0	3.35637e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0132e-05	1.93507e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.19398e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000109435	8.93167e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69012e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84573e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY1G-0: mycothiol biosynthesis	0.0	0.0	6.80382e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000157207	1.0179e-05	0.0	0.0	0.0	0.0	1.7618e-05	0.0	0.0	0.0	0.0	0.000275506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18105e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.84924e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25956e-05	0.0	0.0	0.0	0.0	1.45921e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.78378e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.05698e-05	0.0	0.0	0.0	0.0	7.45143e-06	0.0	0.0	1.91062e-05	0.0	0.0	1.22349e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.00844e-06	0.0	1.16873e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71833e-05	0.0	1.95214e-05	8.43549e-05	2.05446e-05	0.0	1.02182e-05	0.0	7.73376e-06	0.0	0.0	0.0	1.19654e-05	0.0	0.0	0.0	6.80829e-06	0.0	2.51405e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66003e-05	0.0	0.0	0.000118008	0.0	0.0	0.0	5.08318e-05	1.7691e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6036e-06	0.0	0.0	0.0	2.64931e-05	0.0	0.0	0.0	3.37654e-05	0.0	0.0	0.0	0.0	2.25446e-05	0.0	9.87181e-05	0.0	0.0	0.0	0.0
PWY1ZNC-1: assimilatory sulfate reduction IV	0.000755381	0.000107508	0.000910064	0.00363855	0.0	0.000709659	0.000351972	0.000138618	0.0014943	0.000289719	0.000159792	0.000202404	0.000239534	5.43396e-05	0.000850718	0.000272982	0.00231373	0.000121267	0.000503452	0.000164548	0.000187883	7.81696e-05	5.36677e-05	0.000131125	0.000133913	0.000261047	0.00025873	3.27088e-05	0.000359392	6.88509e-05	3.28112e-05	0.000173717	0.00238584	0.000647508	0.000670599	0.000426645	2.28302e-05	0.00103569	4.81109e-05	7.17769e-05	0.0	0.00250065	0.000139383	0.000130029	7.49073e-05	0.000303567	0.00246911	0.000174315	0.000491671	0.000218235	0.000810229	0.0019732	5.26787e-05	0.001832	0.000112357	0.000269194	0.000250538	4.13516e-05	0.000194577	9.11911e-05	0.000299499	3.28989e-05	1.79032e-05	9.10845e-05	9.20401e-05	0.00224602	0.000156815	0.000233055	0.000166718	0.000914777	0.000180181	3.35192e-05	0.000208242	0.000162748	0.000102115	0.000164039	0.00195475	0.00049272	1.84206e-05	0.0	1.7684e-05	9.16764e-05	7.72076e-05	0.00208308	0.000210004	8.43147e-05	1.65291e-05	4.23722e-05	2.92626e-05	0.000169858	7.61067e-05	8.13442e-05	0.000288324	0.00035674	0.000313199	8.28949e-05	6.31634e-05	0.000398993	0.00136928	0.0014038	0.000310925	0.000419183	0.000647328	0.000832305	0.000947316	0.00050615	5.72673e-05	0.00216909	0.000291861	0.000305327	1.68365e-05	0.000594597	0.00173363	3.16985e-05	0.0010395	0.000154834	0.0011997	0.000157151	0.000831296	0.0021039	1.54512e-05	4.53975e-05	6.86686e-05	0.000170215	0.00419383	7.7973e-05	2.96973e-05	7.50389e-05	0.000643277	0.00014866	0.000642054	2.28349e-05	0.00107657	0.000188458	0.000203131	0.000443462	0.000151796	0.000531907	0.000107657	6.67336e-05	0.000560015	0.0	5.66498e-05	2.14498e-05	4.73314e-05	0.000112152	0.00224494	0.00198693	0.00141762	1.39263e-05	0.000251082	0.000234728	8.1103e-05	4.34249e-05	0.000189368	0.000474136	8.79555e-05	0.000662324	0.000430651	4.64024e-05	9.04817e-06	0.000126488	0.000441214	4.67595e-05	0.000493342	0.000104544	6.94535e-05	0.000877085	0.000205706	0.000403951	4.03624e-05	2.27667e-05	9.96926e-06	0.000142645	0.0	0.000334149	0.000125109	0.000422715	0.000659142	0.000505877	7.66499e-05	0.000118082	0.000455808	0.00119248	2.66964e-05	0.000200766	0.00164257	0.000265441	0.00124432	3.45022e-05	4.20606e-05	0.00204455	8.19994e-05	0.00141069	1.667e-05	0.000285823	0.000264645	0.00038987	2.78415e-05	0.000359867
PWY3DJ-12: ceramide de novo biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.41959e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)	0.000144312	6.1216e-05	6.08169e-06	0.0	3.72774e-05	0.0	0.000230873	0.0	0.0	0.0	0.0	0.0	0.0	0.000164705	1.1928e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.62158e-05	0.0	0.0	0.0	0.0	2.55231e-05	0.0	0.0	0.0	4.71383e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66289e-05	0.000545277	0.0	0.0	0.0	1.20601e-05	0.0	6.58982e-05	0.0	6.7089e-05	0.0	0.0	0.0	4.42767e-05	0.0	0.0	0.0	0.0	0.000558918	0.000266008	0.0	0.0	0.0	7.52917e-05	0.0	0.0	0.0	0.0	9.45974e-06	0.0	0.0	1.25426e-05	0.0	0.000343609	2.6513e-05	0.0	2.8761e-05	3.09114e-05	1.22381e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1335e-05	0.000104336	2.36852e-06	0.0	5.57087e-05	0.000405392	0.0	9.58911e-05	1.01897e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.34879e-05	2.52268e-05	0.00315203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74099e-05	8.35881e-06	0.0	0.0	1.09531e-05	6.29894e-05	0.0	0.0	0.0	1.42797e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38854e-06	0.000151359	0.00109101	0.000496535	0.0	0.0	0.0	0.0	0.0	9.89546e-05	0.0	4.2708e-05	0.0	0.0	0.0	0.0	0.0	6.23056e-05	4.7823e-05	0.0	0.0	0.0	0.0	0.0	0.000566273	0.0	0.0	6.90684e-06	9.69682e-05	0.0	0.0	1.97307e-05	0.0	0.0	0.00024055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000118501	0.000122684	2.77041e-05	0.0	0.000452098	0.0	0.0	0.0	3.29161e-05	2.40005e-05	0.0	0.0	0.0
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	0.00128845	2.75626e-05	0.000866494	2.4835e-05	0.0	0.0011845	0.000185772	1.9435e-05	0.000264114	0.0	0.000241724	5.95288e-05	0.000134951	0.00180079	0.00105064	0.000189324	0.000144511	0.000276595	9.03829e-05	5.26683e-05	0.000137525	0.000102392	6.19711e-05	0.000381043	0.000351488	7.48137e-05	0.00036435	2.56567e-05	4.42823e-05	0.00014276	0.000124597	5.59778e-05	0.000388491	0.000204705	0.000351041	0.000176199	0.0	0.00027771	0.000150708	0.000137471	9.95985e-06	0.000374047	0.000197663	3.44029e-05	8.33976e-05	0.000113673	0.00150021	0.000138368	0.000235346	0.000447779	1.22147e-05	0.00152523	4.29712e-05	0.000414984	0.000257502	0.000173076	0.0	0.0	8.42877e-05	6.08827e-05	0.000294049	0.000165348	3.12698e-05	9.04668e-05	0.000264152	0.00154632	0.000282367	0.000108871	0.000336205	0.000200751	0.000291967	0.0	2.42412e-05	0.0	5.0037e-05	0.000204744	0.00143316	0.000106327	2.52286e-05	4.00909e-05	0.0	0.00048575	5.14921e-05	0.00177715	0.000479246	5.66081e-05	5.14867e-05	0.000106966	3.0492e-05	0.00034219	3.46144e-05	0.0002352	0.000536511	8.54701e-05	0.00019997	6.74698e-05	9.86368e-05	1.03286e-05	0.00131942	0.000262354	0.000307586	0.000556253	0.000932681	0.00108674	0.00146958	0.000822334	7.17641e-05	0.0010556	0.00132965	0.000324004	6.90582e-06	0.000730145	0.000778066	7.05031e-05	0.000455157	0.000122941	0.00172292	0.000168316	0.00143061	0.000752018	2.87822e-05	1.78822e-05	0.000234636	0.000272013	0.0	0.000196693	0.000164397	1.46681e-05	7.45826e-05	0.0004075	0.00164083	0.000553584	0.00184828	0.000167406	0.000349754	0.000477585	0.000266178	0.000660743	0.000129467	8.26481e-05	0.00138631	0.000159849	6.38493e-05	0.00048574	0.0014706	0.00414232	0.0013846	0.00105656	0.000725393	0.000118362	0.000307669	0.000578187	3.74162e-05	4.84965e-05	4.02702e-05	0.000820541	3.27559e-05	0.000879103	0.000464169	5.67347e-06	2.89365e-05	0.000627552	0.000413361	2.31248e-05	4.26597e-05	0.000269073	0.000154542	0.00112782	0.000521761	0.000349809	8.16983e-05	4.17887e-05	1.73843e-05	0.000254017	0.0	0.000418454	0.000167019	0.000161493	0.00142625	0.000622175	3.62421e-05	8.9383e-05	0.000525566	0.000121613	5.57352e-05	0.000258458	0.000759083	0.000243944	0.000617891	9.9408e-05	0.0	0.000739607	2.68358e-05	3.61544e-05	3.97494e-05	0.000477044	0.000144021	0.000858908	0.000178086	0.000378133
PWY490-3: nitrate reduction VI (assimilatory)	2.09129e-05	2.79087e-05	0.0	8.56347e-05	6.61924e-05	0.000333609	1.0182e-05	1.1962e-05	3.24604e-05	2.4462e-05	6.21921e-05	0.0	4.3762e-05	0.0	1.39056e-05	0.0	0.0	6.25901e-05	8.94617e-05	7.36058e-05	3.94441e-05	4.4118e-05	9.32384e-06	8.23512e-06	6.41577e-05	7.21204e-05	0.000212938	2.91336e-05	5.22866e-05	0.0	2.43896e-05	2.68428e-05	0.0	7.19919e-05	0.0	2.94586e-05	2.82503e-05	5.08281e-05	0.000155034	0.0	3.62388e-05	2.45256e-05	0.0	4.06086e-05	7.08782e-05	7.52603e-05	0.0	9.62243e-06	7.25946e-05	0.000143788	6.9291e-05	1.24093e-05	5.75427e-05	1.88904e-05	6.48404e-05	0.0	3.41637e-05	7.96833e-05	0.000165994	8.66635e-05	0.0	1.67307e-05	2.7125e-05	0.000121481	4.65084e-05	8.08706e-06	5.13617e-06	6.33833e-05	0.000303829	5.68157e-05	5.03071e-05	6.81941e-05	6.92256e-05	6.10974e-05	0.000147345	3.48125e-05	0.0	4.12625e-05	3.41899e-05	0.0	4.92891e-05	4.91429e-05	8.11233e-05	0.000502013	7.23464e-06	3.41796e-05	6.01599e-05	6.55084e-05	8.71139e-05	0.0	9.79282e-05	5.44597e-05	1.82685e-05	9.1524e-05	9.36075e-05	2.69095e-05	2.68594e-05	0.0	0.000138156	0.000135434	0.000123746	0.0	2.54902e-05	0.000146124	0.0	6.11499e-05	0.0	0.0	4.44998e-05	2.64401e-05	5.10123e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.81367e-05	0.0	0.0	1.04749e-05	1.88212e-05	0.000113417	0.0	1.45973e-05	0.00010379	4.18054e-05	8.909e-05	6.63793e-05	3.46706e-05	0.0	4.61971e-05	1.60712e-05	4.04219e-05	0.0	0.0	0.0	7.76006e-05	8.33135e-05	0.0	0.0	2.23168e-05	0.0	0.000177841	0.0	0.0	8.81681e-07	0.0	2.61257e-05	0.0	5.38937e-05	0.0	0.000132125	3.44547e-05	1.68422e-05	4.1391e-05	1.88546e-05	0.0	0.000172826	8.12485e-06	4.24345e-05	0.000121145	0.0	2.10499e-05	0.000114426	1.16964e-05	0.0	0.0	0.0	8.1918e-05	6.33771e-05	0.0	0.0	0.000157862	0.0	5.97383e-05	8.75263e-05	9.62642e-05	2.0493e-05	0.000392719	0.000116271	5.47729e-05	1.41982e-05	2.16105e-05	4.02481e-05	0.0	0.0	0.000104268	0.00014353	1.43244e-05	3.44225e-05	1.75078e-05	3.34036e-05	3.44849e-05	3.03014e-05	0.0	5.60685e-05	8.66533e-06	0.0	3.956e-05
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.00355231	0.00143868	0.00197018	0.00225705	0.000939736	0.00350695	0.00372492	0.00270832	0.0028106	0.00373488	0.00163545	0.00297441	0.00267808	0.00148353	0.00325459	0.00169117	0.00614751	0.00242528	0.00156185	0.00433444	0.00331917	0.00256187	0.00330264	0.00187788	0.00320248	0.000891568	0.00251841	0.00207737	0.0019787	0.00279819	0.00186847	0.00269915	0.00376906	0.00244356	0.00223986	0.00196412	0.00172315	0.00266583	0.00242325	0.00214536	0.00180924	0.00215806	0.00151164	0.006059	0.00289041	0.00333331	0.00464986	0.00264445	0.00259668	0.00284431	0.00212038	0.0035362	0.00346838	0.00242341	0.00235467	0.00234194	0.000744027	0.00303476	0.000994316	0.0033622	0.00150572	0.00279047	0.00253559	0.00203985	0.00211584	0.00344291	0.00141452	0.0016483	0.00200522	0.00203828	0.00287519	0.00281859	0.003539	0.00116949	0.00282573	0.00243599	0.00303873	0.00448679	0.00185376	0.000948999	0.0035707	0.00224122	0.00239221	0.00390652	0.00223616	0.00332706	0.00215821	0.00258103	0.0019534	0.00171273	0.00222557	0.00282146	0.00210339	0.00135526	0.00165128	0.00212841	0.00213461	0.00216056	0.00127641	0.00420391	0.00317389	0.0027964	0.00313329	0.0034013	0.00466021	0.00350166	0.00112722	0.00475807	0.00255658	0.00166935	0.00192361	0.00375865	0.00346125	0.00360564	0.00357777	0.00175672	0.00423611	0.00214331	0.00281279	0.00380036	0.001413	0.00277214	0.00116929	0.00161652	0.00202557	0.00236716	0.00359224	0.00341991	0.00184651	0.00320236	0.00337848	0.00174834	0.00381187	0.0020155	0.0020295	0.00257278	0.00145756	0.00327613	0.00362477	0.0020289	0.00618169	0.00311916	0.0022912	0.00341619	0.00136742	0.000830546	0.00470966	0.00390839	0.0025674	0.00211208	0.00191482	0.00154765	0.00304758	0.00429132	0.00229605	0.00277421	0.00355152	0.00314992	0.00245422	0.0039207	0.00444174	0.00211882	0.00194695	0.00251651	0.00132196	0.00141731	0.00164605	0.00368546	0.00169976	0.0023975	0.00318833	0.00151887	0.00166686	0.00134252	0.00165581	0.00221642	0.0019026	0.00442404	0.00372725	0.00316592	0.00287379	0.00337747	0.0023966	0.00189169	0.00240331	0.00152005	0.00223783	0.00303265	0.00232099	0.00235893	0.00395118	0.00246614	0.00208124	0.00301963	0.00365893	0.00236035	0.00243582	0.00243485	0.000760035	0.00232663
