# Pathway	SAMN08335126	SAMN08335128	SAMN08335135	SAMN08335136	SAMN08335138	SAMN08335140	SAMN08335141	SAMN08335033	SAMN08335037	SAMN08335038	SAMN08335039	SAMN08335042	SAMN08335047	SAMN08335049	SAMN08335050	SAMN08335053	SAMN08335057	SAMN08335058	SAMN08335060	SAMN08335062	SAMN08335063	SAMN08335065	SAMN08335066	SAMN08335067	SAMN08335068	SAMN08335069	SAMN08335071	SAMN08335072	SAMN08335074	SAMN08335078	SAMN08335079	SAMN08335919	SAMN08335922	SAMN08335923	SAMN08335924	SAMN08335925	SAMN08335930	SAMN08335931	SAMN08335932	SAMN08335934	SAMN08335935	SAMN08335936	SAMN08335937	SAMN08335941	SAMN08335942	SAMN08335943	SAMN08335127	SAMN08335129	SAMN08335130	SAMN08335131	SAMN08335132	SAMN08335133	SAMN08335134	SAMN08335137	SAMN08335139	SAMN08335142	SAMN08335143	SAMN08335144	SAMN08335034	SAMN08335035	SAMN08335036	SAMN08335040	SAMN08335041	SAMN08335043	SAMN08335044	SAMN08335045	SAMN08335046	SAMN08335048	SAMN08335051	SAMN08335052	SAMN08335054	SAMN08335055	SAMN08335056	SAMN08335059	SAMN08335061	SAMN08335064	SAMN08335070	SAMN08335073	SAMN08335075	SAMN08335076	SAMN08335077	SAMN08335080	SAMN08335081	SAMN08335082	SAMN08335083	SAMN08335920	SAMN08335921	SAMN08335926	SAMN08335928	SAMN08335929	SAMN08335933	SAMN08335938	SAMN08335939	SAMN08335940	SAMN08335944	SAMN08329222	SAMN08329225	SAMN08329227	SAMN08329229	SAMN08330723	SAMN08330730	SAMN08330739	SAMN08330746	SAMN08330748	SAMN08330749	SAMN08330751	SAMN08330752	SAMN08335119	SAMN08335022	SAMN08335024	SAMN08335025	SAMN08335028	SAMN08335031	SAMN08335032	SAMN08335084	SAMN08335085	SAMN08335086	SAMN08335089	SAMN08335091	SAMN08335096	SAMN08335097	SAMN08335099	SAMN08335102	SAMN08335108	SAMN08335113	SAMN08329223	SAMN08329224	SAMN08329226	SAMN08329228	SAMN08329230	SAMN08330722	SAMN08330724	SAMN08330725	SAMN08330726	SAMN08330727	SAMN08330728	SAMN08330729	SAMN08330731	SAMN08330732	SAMN08330733	SAMN08330734	SAMN08330735	SAMN08330736	SAMN08330737	SAMN08330738	SAMN08330740	SAMN08330741	SAMN08330742	SAMN08330743	SAMN08330744	SAMN08330745	SAMN08330747	SAMN08330750	SAMN08335115	SAMN08335116	SAMN08335117	SAMN08335118	SAMN08335120	SAMN08335121	SAMN08335122	SAMN08335123	SAMN08335124	SAMN08335125	SAMN08335145	SAMN08335146	SAMN08335147	SAMN08335148	SAMN08335149	SAMN08335023	SAMN08335026	SAMN08335027	SAMN08335029	SAMN08335030	SAMN08335087	SAMN08335088	SAMN08335090	SAMN08335092	SAMN08335093	SAMN08335094	SAMN08335095	SAMN08335098	SAMN08335100	SAMN08335101	SAMN08335103	SAMN08335104	SAMN08335105	SAMN08335106	SAMN08335107	SAMN08335109	SAMN08335110	SAMN08335111	SAMN08335112	SAMN08335114
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	0.000631707	0.0	0.0	0.000158003	0.0	3.04528e-05	0.0	2.10208e-05	1.10192e-05	0.000242754	0.00161945	0.000591399	9.3962e-05	0.00450769	0.0014017	0.0	0.00169855	0.000871358	0.000241162	0.00138159	0.00197228	0.000162213	0.000455516	0.000109751	0.000376526	0.00050512	0.0	0.0	0.00021111	0.0	0.0	0.000290751	0.000296345	0.0	0.00062579	0.000415023	1.95378e-05	0.0	5.461e-05	0.0	0.000474266	0.000286703	4.57429e-05	2.11913e-05	0.000489696	0.00144746	9.62602e-05	0.000304797	0.000531254	0.00014248	0.000368545	0.000194294	0.000597504	9.95173e-05	0.0	0.0	6.81427e-05	0.000628819	0.00414636	1.95317e-05	0.000254154	1.57398e-05	6.29764e-05	1.68404e-05	0.000181248	8.60555e-05	3.12815e-05	0.0	0.00271522	0.0	0.0	0.0	0.000138468	0.0	9.36602e-06	0.000279445	0.000472801	0.000526152	0.000126034	0.00021552	0.0030126	4.26113e-05	6.34779e-05	0.000137098	0.000275449	0.000167644	8.90106e-05	0.000304769	0.0	0.0	0.000161219	0.000357707	0.0	0.000537708	0.0	0.000550455	0.0	4.70105e-05	7.1171e-05	0.000304734	0.000533215	0.00377405	0.0	7.14616e-05	3.51666e-05	0.000526045	0.000269439	0.000287087	5.47514e-05	0.0	6.48251e-06	0.000169727	0.000970955	0.0	0.0020504	0.000607005	0.000451878	0.0023468	0.000495678	0.000665947	9.45941e-06	0.000314912	0.0	0.000218187	0.0	6.97596e-05	1.66293e-05	0.0	0.000204012	0.000213137	0.0	0.0	0.0	0.000192112	7.64064e-05	0.0	0.000296999	0.000292719	0.000403347	3.03834e-05	0.000398848	0.000233552	0.00480972	0.000217171	3.68889e-05	0.000116918	6.11275e-05	0.0	0.0	3.44314e-05	0.0	0.000280337	0.0	0.000895147	0.000227963	0.0	0.00470274	3.06897e-05	0.000420759	0.000840341	2.91086e-05	0.000463808	0.0	8.62172e-06	0.000227031	0.000144579	0.0	0.000113448	0.00313491	0.00180764	2.2748e-05	0.002568	0.000597037	0.00108965	3.01043e-05	6.15593e-06	0.0	0.0	0.0	0.0	8.503e-05	0.0	8.63394e-05	0.000367656	0.00134681	0.000128028	3.15087e-05	5.99647e-05	0.0	7.25568e-05	0.0	4.20898e-05	0.00011892
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.000549644	5.43378e-05	8.8621e-05	0.000537374	0.000276698	1.51381e-05	0.000361015	0.000458046	0.00100258	0.00017565	0.000486443	0.00129253	2.14208e-05	0.000339132	0.000208996	0.000410763	0.000309049	3.27311e-05	0.000667713	0.00229177	0.000309706	0.000151989	0.000641753	0.000179519	3.90977e-05	0.00123443	0.0065728	0.000833351	0.00044015	0.000165949	0.000664889	0.000118063	0.000274024	9.65913e-05	7.95417e-05	7.67287e-05	0.000975998	0.00157077	0.000344288	0.000114	0.000303305	0.000883462	6.88705e-05	0.000485939	0.000488007	4.72313e-05	0.000147858	0.000433017	0.000201139	0.000209604	0.000197236	9.14011e-06	0.000167221	3.8255e-05	0.000160578	0.000148715	0.000352118	0.000128141	5.29388e-05	0.000189692	0.000248192	8.69565e-05	0.00028939	0.000136857	0.000311213	0.000482858	0.000425688	0.000417829	0.000558363	0.000486999	0.000460781	0.00113205	0.000483464	0.000134424	0.00152252	0.000775342	0.00224535	0.00112217	0.0011731	0.00141394	0.00021861	5.5667e-05	0.000372242	0.000283013	3.33884e-05	0.00011142	0.000125308	0.000159153	0.00044595	0.000517381	8.2472e-05	9.65082e-05	0.000229799	0.00123021	0.000103954	4.25765e-05	0.000434057	0.000845915	0.00154202	0.000240025	0.000123572	0.0	0.000298284	0.000455859	0.00155442	0.00199699	4.4813e-05	0.00131196	0.000688745	0.00121373	0.000337074	0.000174944	0.000126909	0.000319364	0.00039981	0.000467946	0.000211624	0.000569723	2.07463e-05	0.000549125	0.00243093	0.000178925	0.000611023	0.000707466	0.000678202	0.000315019	0.000199836	0.000137924	0.000130287	7.75744e-05	0.000127891	0.00111313	0.00107866	1.74066e-05	0.000234647	2.06102e-05	0.00123501	5.04148e-05	0.0	0.00133523	0.00122299	7.46811e-05	0.000715451	0.00163729	0.000225335	0.000324537	0.00107833	4.10915e-05	0.00102203	0.000506163	0.00037398	0.00079595	0.000126694	0.0025316	0.000160632	0.000462528	0.000555857	0.000140414	0.000229914	0.000162835	0.00104118	3.94872e-05	0.000724094	0.00162086	0.000902056	0.000816239	0.000575725	0.000365397	0.00019369	0.000885257	0.00204797	0.000526117	0.000192987	0.000726699	0.000153464	0.000614443	0.00194798	0.000106552	0.00163265	0.000318047	0.000126995	0.000567005	0.000470028	0.000636325	0.00129609	0.00136496	0.00061275	0.00338166	0.000862174	0.000113798	0.000695174	0.000295657	0.00055048
PWY-7316: dTDP-N-acetylviosamine biosynthesis	5.3925e-05	0.0	0.0	0.00041527	0.000306589	0.0	0.0	1.3225e-05	0.0	0.0	0.000232211	0.0	1.69862e-05	9.20293e-05	0.0	0.000313684	0.0	0.0	9.76372e-05	0.0	0.00118085	3.90611e-05	0.000136719	0.0	9.39783e-05	2.52091e-05	0.00028845	0.0	8.15143e-05	0.00108252	0.0	0.0	7.89714e-06	0.0	0.0	4.53539e-05	0.0	5.72084e-05	0.000120128	4.42561e-05	6.22961e-05	0.000334083	0.0	0.0	0.0	0.0	0.0	0.000322399	6.96293e-06	0.0	0.00047371	5.8637e-05	9.93883e-06	7.89538e-05	0.00257211	0.000159605	0.0	0.000461617	1.12826e-05	0.0	2.544e-05	0.0	0.0	0.0	0.0	4.54042e-05	0.0	0.0	0.0	8.17222e-05	0.000139921	5.56183e-05	0.0	0.00012637	0.0	0.000183896	0.00011276	2.9848e-05	0.0	1.7856e-05	0.0	0.0	0.0	0.000106887	0.0	3.3183e-05	0.0	0.000136814	0.0	0.0	2.88707e-05	0.0	2.71513e-05	5.59735e-06	0.0	0.00129674	0.0	1.67032e-05	9.78425e-05	0.0	2.65916e-05	0.000237991	5.70101e-05	0.0	0.0	0.000107552	0.000106864	4.26313e-05	0.0	6.7346e-06	4.45324e-05	0.000100502	0.000409555	0.000598401	0.000220367	0.0	0.000271642	1.39118e-05	0.0	0.0	0.000826461	0.000528433	0.000349898	0.000248683	0.000241235	9.65092e-05	6.28386e-05	0.0	0.0	0.000554497	0.00130209	0.000417125	0.0	0.00017468	0.0	0.0	0.0	7.39562e-05	0.000334986	0.000152981	0.000572378	0.0	1.99568e-05	0.0	5.23156e-05	0.0	0.000379647	0.000117114	0.00104342	0.000575419	0.000171842	0.0	0.00037942	0.000461386	0.000285654	0.0	0.000244259	2.17817e-05	0.0012642	0.0	0.000280859	0.00193397	0.00070562	0.000207329	5.33211e-05	0.0016835	0.0	0.000203245	9.33153e-06	0.00067241	0.00132223	0.000114608	0.0	0.000300813	0.0	0.00361214	0.000688498	0.00241679	0.0	0.0	0.0	0.0	0.000117115	0.0	9.65701e-05	0.000496676	3.88241e-05	0.0	0.0	6.52083e-05	6.76352e-05	0.000102191	0.0
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82699e-05	0.0	0.0	6.31174e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67501e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.45506e-05	1.75934e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000130816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.00206535	0.00162449	0.00103383	0.00347232	0.000969146	0.00136469	0.00130425	0.00206529	0.00381724	0.00133109	0.000629073	0.0025559	0.00298315	0.00209895	0.00305419	0.0038943	0.00264327	0.00294072	0.00278553	0.00290884	0.00286857	0.00282988	0.00244741	0.00133434	0.00335167	0.00346645	0.00325519	0.00162442	0.00253852	0.00255563	0.000984649	0.00233286	0.00197484	0.00274417	0.00173947	0.00345017	0.000754181	0.00314783	0.00304968	0.00114716	0.00266812	0.00369985	0.00156268	0.0021046	0.00240683	0.00360309	0.00106453	0.0019305	0.00210895	0.00190981	0.00262393	0.00131114	0.00219009	0.00119647	0.00129417	0.00355758	0.000906231	0.00168185	0.00110218	0.000551803	0.0020402	0.000479075	0.00185501	0.00281381	0.00168125	0.0013542	0.0019402	0.0018033	0.00369397	0.0012378	0.00254531	0.00320753	0.00173435	0.00295024	0.00229161	0.00344131	0.00283337	0.00226633	0.00219321	0.00190236	0.00169601	0.00224465	0.00221397	0.00141635	0.00239517	0.0010877	0.00137276	0.00231602	0.00191038	0.00226463	0.0008636	0.00202164	0.00303775	0.00314016	0.00244666	0.00182378	0.00190499	0.00176305	0.00271542	0.000650626	0.00262178	0.00216342	0.00335161	0.0023654	0.00245701	0.00252888	0.00267276	0.00208843	0.00141363	0.0016199	0.00128764	0.00282519	0.00198961	0.00244923	0.00241514	0.00208849	0.00303582	0.00220385	0.00247235	0.00184973	0.00308079	0.00269534	0.00249954	0.00284208	0.00252791	0.00232909	0.00218977	0.00402337	0.00162196	0.00292693	0.00192737	0.0023329	0.00144429	0.00231544	0.000582436	0.00027353	0.00288002	0.000748133	0.00271367	0.00235639	0.00272036	0.0014677	0.00113897	0.00275107	0.00424193	0.00067556	0.00157749	0.0014514	0.003063	0.00311741	0.00275459	0.00260917	0.00288343	0.00221851	0.00135072	0.0010609	0.00209228	0.00234499	0.0034417	0.00228923	0.000890327	0.00184558	0.00198773	0.00343496	0.00346413	0.00383626	0.00256162	0.00288858	0.000928264	0.00304492	0.00259077	0.00241	0.00366756	0.0019857	0.000937941	0.0029595	0.00142907	0.00179765	0.00187325	0.00335115	0.00332137	0.0032111	0.00241208	0.00348305	0.00281863	0.00249496	0.00151367	0.00181471	0.00268488	0.00114603	0.00214504	0.00229092	0.00289506
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.00172262	0.00133921	0.00165856	0.00123318	0.000779098	0.00192691	0.00239646	0.00148059	0.00343339	0.00362706	0.00350468	0.001811	0.00247236	0.00187883	0.00167683	0.00159681	0.00248512	0.00159231	0.00266727	0.00273157	0.00158387	0.00193141	0.00257395	0.00142751	0.00155878	0.00342843	0.00160034	0.00162644	0.00319666	0.00326779	0.00201773	0.00167147	0.00201015	0.00350736	0.00188454	0.000803363	0.00163766	0.00211622	0.00109333	0.00440324	0.00248177	0.00121173	0.00213776	0.00214284	0.00119139	0.00199452	0.00127152	0.00259383	0.00158903	0.00277409	0.000940232	0.00364662	0.00173216	0.00510803	0.00219449	0.00121162	0.00670921	0.00404887	0.00126989	0.00151503	0.00211556	0.00199747	0.00154415	0.00194584	0.00269011	0.00488171	0.00267237	0.002993	0.00220441	0.00338754	0.00313377	0.00401172	0.00579502	0.00359672	0.00335015	0.000924089	0.0022841	0.00175346	0.00309347	0.00156068	0.00430821	0.00128253	0.00158619	0.00615849	0.00181931	0.00180132	0.00119626	0.00163458	0.00156226	0.00256547	0.00235003	0.00237483	0.00349737	0.00349537	0.00626813	0.00248225	0.00306568	0.00210545	0.00111593	0.00225838	0.003198	0.00131139	0.0015487	0.00245625	0.00103901	0.00294077	0.00163031	0.00235445	0.00319283	0.00195399	0.00345201	0.00203683	0.00139485	0.00222333	0.00256658	0.00186868	0.00272213	0.00278823	0.00152783	0.00220269	0.00369767	0.000877909	0.00403004	0.00190453	0.0036351	0.00242269	0.00288887	0.00206743	0.00465623	0.000721405	0.00094955	0.00161608	0.0020034	0.00204733	0.0015751	0.000713798	0.00128713	0.00114511	0.0034192	0.000981998	0.00416246	0.00352675	0.000790709	0.0013931	0.00227686	0.00141638	0.00342327	0.00191553	0.00147627	0.00134277	0.00186357	0.00130241	0.00169172	0.00356238	0.00269407	0.00284905	0.00222697	0.00258283	0.00225136	0.00208361	0.00417377	0.000679704	0.00320044	0.00248237	0.00262753	0.00126042	0.00362844	0.00241669	0.00253823	0.00231978	0.00261567	0.00201204	0.00181942	0.00291941	0.00244606	0.000472352	0.00278693	0.00252522	0.00297299	0.00146337	0.00230358	0.00213983	0.00281989	0.00239851	0.00420471	0.00378326	0.00428577	0.00313395	0.00375858	0.00264995	0.00305643	0.0022991	0.00371425
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000144532	0.0	0.0	0.0	0.0	0.0	0.000245983	0.0	0.00010495	0.0	0.0	0.0	0.0	2.66465e-05	0.0	0.0	0.000199074	0.000102146	0.0	0.000391818	0.0	0.0	0.000110671	4.5567e-05	0.0	0.0	0.000155607	0.0	0.0	0.000171649	0.000257625	0.0	0.000344837	0.0	0.0	0.0	0.0	0.0	0.0	0.000150182	0.0	0.0	0.0	3.64274e-05	0.0	0.0	0.000219903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000204251	0.000168882	0.0	0.0	0.0	4.1599e-05	3.74837e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000114709	0.0	0.0	0.000126846	0.0	0.0	0.0	0.0	0.0	0.0	9.85368e-05	0.0	0.0	0.000168831	0.0	0.0	6.01719e-05	6.85838e-05	0.000425957	0.0	0.0	0.0	9.60324e-05	0.0	4.22467e-05	0.0	0.0	0.0	6.68559e-05	6.42692e-05	0.000121219	0.0	0.0	0.000466272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89351e-05	0.0	0.0	9.32415e-05	0.0	0.0	0.0	0.0	5.97002e-05	0.0	0.0	0.0	0.0	0.0	0.000111812	0.0	0.0	0.0	4.17273e-05	0.00010348	0.0	0.0	0.0	2.99098e-05	0.0	7.68073e-05	3.55168e-05	0.0	2.48719e-05	3.16491e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000154893	0.0	5.43991e-05	0.000110676	0.0	0.000108624	0.0	0.0	0.0	0.000310599	0.0
PWY-7337: 10-cis-heptadecenoyl-CoA degradation (yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4187e-05	0.0	0.0	0.0	1.63742e-05	0.0	1.77369e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15478e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05131e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92082e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.39561e-05	4.60866e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87265e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04836e-05	0.0	0.0	0.0
PWY-7338: 10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4187e-05	0.0	0.0	0.0	1.63742e-05	0.0	1.77369e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15478e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05131e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92082e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.39561e-05	4.60866e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87265e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04836e-05	0.0	0.0	0.0
PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	4.21741e-05	7.15272e-05	4.14057e-05	0.0	0.0	0.0	0.0	1.33601e-05	0.000283253	0.0	2.48644e-05	3.16774e-05	6.14597e-06	3.88199e-05	0.000109009	7.63972e-05	5.11597e-05	1.18158e-05	5.34471e-05	4.36146e-05	8.54268e-05	7.42615e-05	2.55907e-05	3.95864e-05	3.43105e-05	6.91258e-05	8.17632e-05	0.0	0.0	7.51534e-05	2.11721e-05	6.96478e-05	5.15206e-05	0.0	1.36253e-05	5.8967e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.659e-05	3.25319e-05	0.0	0.0	2.62225e-05	2.63568e-05	0.00010638	4.65099e-06	2.38571e-05	0.0	0.000168509	0.0	6.10694e-06	0.0	0.0	0.0	6.79593e-05	0.0	0.0	6.51213e-05	0.0	3.66204e-05	0.0	0.000178325	2.36742e-05	3.99783e-05	0.0	4.57704e-05	0.0	5.39413e-05	0.0	0.0	2.80329e-05	2.4177e-05	3.19923e-05	0.0	0.0	1.63085e-05	1.81705e-05	0.0	0.0	4.1899e-05	0.0	0.000109568	7.18188e-05	0.0	0.000114667	0.0	7.52419e-05	0.000103143	0.0	5.60009e-05	0.0	4.32885e-05	0.0	6.18351e-05	0.0	0.0	0.0	0.0	4.23507e-05	7.93676e-06	7.23181e-06	0.0	0.0	2.33563e-05	0.0	2.3164e-05	9.109e-05	5.68526e-05	4.36963e-05	2.43205e-05	4.72587e-05	3.04927e-05	0.0	0.000133523	0.000128635	2.81365e-05	4.32006e-05	0.000112299	8.016e-05	0.0	5.42912e-05	0.0	0.0	2.76855e-05	2.26044e-05	0.0	0.0	0.0	8.23015e-05	0.0	1.43781e-05	4.9378e-05	0.0	0.0	1.80264e-05	9.61294e-06	7.367e-05	0.0	3.49927e-05	0.0	0.0	0.0	0.000114159	1.16561e-05	0.0	0.0	6.13566e-05	5.5352e-05	0.0	0.000287849	2.13385e-05	4.8939e-06	6.51257e-05	0.0	5.85776e-05	0.0	0.0	0.000243628	0.0	9.41872e-06	8.86814e-05	0.000201609	0.000106914	0.00015505	0.000113407	0.000201364	6.8077e-05	0.0	0.0	8.43571e-06	0.000148968	0.0	0.0	6.39229e-05	0.0	9.61629e-05	0.0	6.57295e-05	0.0	0.0	0.0	0.0	8.3521e-06	4.77685e-05	0.000188405	5.00029e-05	0.0
PWY-7345: superpathway of anaerobic sucrose degradation	0.00247123	0.0017169	0.00355897	0.0038538	0.00158112	0.00130242	0.00170749	0.00178182	0.00415735	0.00180299	0.00257119	0.00275778	0.00154821	0.00270125	0.00308867	0.00222595	0.00274248	0.00275902	0.00444578	0.00221018	0.00293845	0.00206439	0.0025929	0.00157383	0.00235595	0.00378193	0.00359348	0.00154327	0.00102541	0.00258725	0.00122134	0.00172958	0.00305128	0.00147709	0.00248793	0.00326658	0.00167726	0.001739	0.00215209	0.00381668	0.00257364	0.00170167	0.00176311	0.00258252	0.00222469	0.00248312	0.00141707	0.00204555	0.0020168	0.00286228	0.00274475	0.00168064	0.00178391	0.00122156	0.00397001	0.00274764	0.000795542	0.00256424	0.00129617	0.00083319	0.00251075	0.000731521	0.00228167	0.00251296	0.0024762	0.00280404	0.00326146	0.0043953	0.00200825	0.00319649	0.0028888	0.00225647	0.00318313	0.0029248	0.00505985	0.00267491	0.00281326	0.002157	0.00420075	0.00192873	0.00159729	0.00167149	0.00222102	0.00178453	0.000769674	0.00180086	0.00140219	0.00237662	0.00266851	0.00255677	0.00199692	0.00267574	0.00299396	0.00402376	0.0019711	0.00397444	0.00500822	0.0042186	0.00262052	0.00191251	0.0024663	0.00273793	0.00308695	0.00235882	0.00349159	0.00194223	0.002804	0.00361767	0.00291997	0.00441004	0.00307187	0.00238181	0.00220209	0.00386628	0.00338152	0.00346048	0.00318495	0.00335321	0.00312413	0.00375973	0.00390721	0.00313737	0.0037265	0.00339731	0.00419026	0.00241468	0.00335679	0.00241388	0.00208242	0.00369261	0.0032864	0.00288852	0.00175037	0.00334286	0.00138912	0.000247139	0.00286917	0.000811191	0.00233508	0.00230676	0.00454065	0.00204861	0.00246591	0.00226421	0.00240027	0.000864454	0.00339518	0.00333536	0.00449002	0.00243778	0.0021897	0.00214287	0.0033943	0.00468028	0.00205784	0.00394118	0.00234045	0.00241254	0.0030172	0.00219773	0.00170317	0.00320811	0.00374733	0.00434698	0.00210635	0.00294331	0.00452552	0.00357266	0.00312398	0.00396728	0.00437806	0.00357493	0.00247098	0.00416283	0.00163716	0.00405674	0.00459146	0.00324092	0.00437485	0.00279781	0.00219267	0.00309478	0.00227346	0.00320659	0.00446646	0.00298967	0.00169675	0.0031681	0.00416472	0.0019862	0.00454974	0.0025278	0.00374877
